NewsID,lng,lat
221,-83.743042,42.280827
222,-85.17971,42.321152
224,-83.888863,43.594467
225,-83.045753,42.331429
226,-83.045753,42.331429
227,-83.687454,43.012527
228,-85.668083,42.96336
229,-86.108925,42.787521
230,-84.401344,42.245869
231,-85.587227,42.291706
232,-83.397705,41.916435
233,-86.24839,43.234184
234,-83.291046,42.63892
235,-85.620636,44.763058
236,-92.100487,46.786671
238,-93.999397,44.163578
240,-93.26667,44.983334
242,-92.462952,44.023399
243,-93.089958,44.953701
245,-91.633331,44.049999
247,-88.885307,30.396032
248,-90.179527,33.516232
249,-90.184814,32.298759
251,-90.453156,31.24379
252,-91.403168,31.560444
253,-92.334076,38.951706
254,-94.513283,37.084229
255,-94.578568,39.099728
257,-91.887268,39.173065
258,-93.292297,37.208958
260,-94.84668,39.76746
263,-90.199402,38.627003
265,-108.500687,45.783287
266,-111.28334,47.494183
267,-110.559959,45.661411
268,-114.011658,46.862499
269,-96.680275,40.810558
270,-96.680275,40.810558
271,-95.997993,41.252365
272,-103.667168,41.866634
273,-115.139824,36.169941
275,-119.813797,39.529633
276,-71.537575,43.208138
277,-72.278145,42.933693
278,NULL,NULL
279,-74.524048,39.389839
280,-74.604729,40.59314
280,-74.609879,40.574268
282,-74.043472,40.885933
283,-74.077644,40.728157
284,-74.172363,40.735657
285,-74.404976,40.431698
286,NULL,NULL
288,-74.742935,40.217052
289,-75.025963,39.486378
290,-106.609993,35.110703
291,-74.005936,40.712784
292,-74.005936,40.712784
293,-74.005936,40.712784
294,-75.063774,42.452858
295,-77.610924,43.16103
296,-73.939568,42.814243
297,-76.147423,43.048122
298,-76.147423,43.048122
299,-75.232666,43.100903
301,-75.910759,43.974785
302,-73.762909,41.033989
303,-82.551491,35.595058
305,-79.437798,36.095692
306,-80.843132,35.227089
308,-78.878365,35.052666
309,-79.791977,36.072636
311,-78.399162,36.32959
312,-82.460953,35.318726
313,-80.005318,35.955692
314,-81.684822,35.745407
315,-78.638176,35.779591
318,-81.535645,35.292351
319,-77.05217,35.546551
320,-77.94471,34.225723
322,-77.915543,35.721272
323,-100.783737,46.808327
324,-96.789803,46.877186
325,-97.03286,47.925259
326,-81.519005,41.081444
327,-81.378448,40.798946
328,-84.512016,39.103115
329,-84.512016,39.103115
330,-81.694359,41.499321
334,-84.191612,39.758945
336,-82.107651,41.368382
337,-84.56134,39.399502
338,-82.182373,41.45282
339,-81.24205,41.157555
340,-82.401268,40.058121
341,-82.61573,41.242554
342,-83.555214,41.66394
343,-84.203278,40.039497
344,-81.935143,40.805058
345,-97.957809,34.502304
346,-96.925301,35.327293
347,-95.992775,36.15398
349,-123.105934,44.636513
350,-121.315315,44.058174
351,-123.262039,44.564568
352,-123.086761,44.052071
353,-118.087715,45.324577
354,-122.875595,42.326515
355,-118.788597,45.672073
357,-122.676483,45.523064
358,-82.530647,27.336435
362,-78.439186,41.027279
363,-75.220726,40.688431
364,-80.085052,42.129227
365,-80.085052,42.129227
366,-76.886703,40.27319
368,-75.974648,40.95842
369,-78.921974,40.32674
370,-76.305519,40.037876
371,-76.305519,40.037876
372,-74.828773,40.155109
373,-79.706436,41.433949
375,-75.165222,39.952583
376,-75.165222,39.952583
377,-79.995888,40.440624
380,-75.926872,40.335648
381,-75.662415,41.40897
382,-80.493401,41.233109
383,-77.860001,40.793396
384,-76.794411,40.862587
385,-79.759773,40.601456
386,-75.881302,41.245914
387,-75.881302,41.245914
388,-77.001083,41.241192
389,-71.412834,41.82399
391,-71.521507,41.703671
392,-71.514786,42.002876
393,-82.650131,34.503441
394,-79.931053,32.776474
398,-81.034813,34.00071
399,-79.762558,34.195435
401,-82.394012,34.852619
403,-80.341469,33.920437
404,-103.231018,44.080544
405,-96.731102,43.544594
407,-87.359451,36.52977
408,-82.830986,36.163158
409,-88.813942,35.614517
410,-82.35347,36.313438
411,-82.561821,36.548435
413,-83.920746,35.96064
415,-90.048981,35.149532
416,-86.781601,36.162663
417,-86.781601,36.162663
418,-84.269646,36.010357
419,-99.733147,32.448734
420,-101.831299,35.221996
422,-97.743057,30.267153
424,-94.126556,30.080173
425,-97.396385,27.800583
427,-96.80098,32.780262
429,-106.442459,31.777575
431,-97.330765,32.755489
432,-95.369804,29.760426
433,-95.369804,29.760426
434,-99.14032,30.047434
435,-101.855171,33.577862
436,-95.630791,31.762115
439,-98.493622,29.424122
441,-97.342781,31.098234
442,-97.146667,31.549334
444,-98.493385,33.913708
446,-111.891045,40.76078
447,-111.891045,40.76078
448,-73.212067,44.475883
451,-77.460541,38.303185
452,-78.868912,38.44957
455,-76.285873,36.850769
456,-77.43605,37.540722
457,-79.941429,37.270969
458,-122.478142,48.749081
459,-122.632935,47.567322
460,-122.954292,46.716213
461,-122.202072,47.978985
462,-122.938164,46.138165
463,NULL,NULL
464,-122.332069,47.606209
465,-122.332069,47.606209
466,-117.426048,47.658779
467,-122.44429,47.252876
468,-122.661491,45.638729
469,-120.310349,47.423458
470,-120.505898,46.60207
471,-81.632622,38.349819
472,-80.720917,40.063961
473,-88.415382,44.261929
474,-91.392937,44.936905
475,-88.019829,44.519157
476,-87.821182,42.584743
477,-89.40123,43.073051
478,-89.40123,43.073051
479,-87.906471,43.038902
480,-87.906471,43.038902
481,-87.714531,43.750828
483,-105.591095,41.311367
485,-106.609993,35.110703
486,-105.937798,35.686977
487,-73.756233,42.65258
489,-75.917969,42.098686
491,-78.878365,42.886448
492,-77.281693,42.887535
493,-76.807732,42.089794
494,-73.415123,40.793434
495,-74.005936,40.712784
496,-86.971672,34.802868
497,-86.843613,34.174824
498,-85.390488,31.223232
499,-85.855217,31.31517
500,-87.677246,34.799812
501,-86.006638,34.014267
502,-86.586105,34.73037
503,-87.277504,33.831219
504,-85.190498,32.86874
506,-88.039894,30.695366
507,-85.378281,32.645412
508,-86.034142,34.672306
509,-87.021103,32.40736
510,-86.105804,33.435944
511,-85.969955,31.808767
512,-147.716385,64.837776
513,-134.419724,58.301945
514,-152.407227,57.790005
515,-135.330002,57.053055
517,-111.757347,32.879501
518,-109.545341,31.344547
519,-111.651306,35.198284
520,-114.053001,35.189442
521,-111.831474,33.415184
521,-111.94001,33.42551
523,-112.468506,34.540024
524,-110.277283,31.545502
525,-111.831474,33.415184
526,-93.053787,34.12093
527,-91.640976,35.769798
528,-92.58683,34.564537
529,-89.918976,35.927296
530,-92.442101,35.088699
531,-94.341316,34.037891
532,-92.666267,33.20763
533,-94.157425,36.06258
534,-90.789833,35.008148
535,-93.107674,36.229794
536,NULL,NULL
537,-93.591568,33.667061
538,-93.055183,34.5037
540,-90.704285,35.842297
541,-93.239334,33.267071
542,-92.81295,34.362312
544,-91.281792,35.604805
546,-92.003197,34.228432
548,-93.133789,35.278416
549,-91.733681,35.246819
550,-94.128815,36.186745
551,-91.552628,34.500374
552,-90.18454,35.146481
553,-119.002213,35.237778
553,-122.241638,37.765205
555,-121.805786,38.004921
556,-116.876419,33.925571
557,-117.017281,34.895794
557,-119.968895,36.815281
564,-121.740517,38.544907
567,-116.962524,32.794773
568,-115.563049,32.792
569,-124.163673,40.802071
570,-122.039963,38.249355
572,-121.633896,38.67667
572,-121.988571,37.548267
575,-121.061058,39.219059
576,-119.645683,36.32745
577,-120.370277,37.64278
577,-122.080795,37.668819
578,-116.97197,33.74752
579,-121.401604,36.852455
583,-121.874672,37.662434
584,-121.874672,37.662434
585,-121.272217,38.134148
586,-120.457947,34.639149
587,-120.060722,36.961334
589,-121.591362,39.145725
590,-120.482971,37.302162
591,-122.286858,38.297539
594,-121.556366,39.513775
595,-119.177048,34.197502
596,-116.545296,33.830299
599,-120.653885,35.640831
602,-119.016769,36.065228
603,-122.235825,40.17849
604,-122.391678,40.58654
605,-117.182541,34.055569
607,-117.670898,35.622459
609,-121.655502,36.677738
610,-117.611992,33.426971
611,-117.161087,32.715736
612,-117.938957,34.068623
613,-120.659607,35.282753
614,-118.340637,33.83585
615,-117.867844,33.745575
616,-122.0308,36.974117
617,-120.435722,34.953033
619,-119.977188,38.939926
620,-121.290779,37.957703
621,-119.456512,35.142467
622,-118.837593,34.170559
623,-119.347343,36.207729
624,-120.846596,37.494656
625,-123.207779,39.150169
626,-122.256638,38.104088
627,-117.291161,34.536106
628,-119.292061,36.330227
630,-122.065178,37.910076
632,-121.7733,38.678516
633,-122.634468,41.735416
634,-105.870026,37.469448
635,NULL,NULL
637,-107.546455,40.515247
638,-107.880066,37.27528
639,-105.084419,40.585262
639,-106.442459,31.777575
640,-103.79995,40.250259
641,-107.324776,39.550537
643,-103.20771,40.625542
644,-108.550644,39.063873
645,-104.709129,40.423317
647,-103.543831,37.985008
648,-102.62075,38.087231
650,-105.074982,40.397758
651,-107.876175,38.478321
652,-103.72023,38.052509
653,-105.998901,38.534721
654,-104.500534,37.169464
656,-72.949265,41.671764
660,-73.064041,41.230698
661,-73.050697,41.48592
662,-72.099518,41.355656
663,-73.408157,41.117744
664,-72.075912,41.524265
665,-73.12117,41.800304
666,-73.051491,41.558155
669,-80.128937,26.368307
670,-82.574821,27.498928
671,-81.949539,26.562855
673,-80.608109,28.083626
675,-81.872307,26.640627
676,-80.325607,27.446707
677,-86.617027,30.420071
679,-81.779984,24.555059
681,-82.63929,30.189676
683,-81.877853,28.810822
684,-85.226875,30.774359
686,-81.794807,26.142035
687,-82.140091,29.187201
688,-81.706482,30.166073
689,-81.637581,29.648579
690,-80.03643,26.705622
691,-85.660202,30.158813
693,-81.314445,29.894724
694,-81.269455,28.80286
695,-81.732857,28.022243
696,-84.155746,31.578508
697,-84.232681,32.072388
699,-83.383331,33.950001
700,-81.491486,31.149952
701,-84.799934,34.165096
702,-88.320068,41.760586
703,-83.782394,31.963507
704,-84.970222,34.769802
705,-82.903755,32.540443
707,-84.264091,33.24678
708,-84.353813,33.5215
709,NULL,NULL
712,-84.549934,33.952602
713,-83.788841,31.179939
714,-85.164673,34.257038
717,-83.978775,30.836582
718,-83.508499,31.450464
719,-83.278481,30.832701
720,-83.638054,32.608612
721,-82.354019,31.213552
724,-112.344971,43.190472
725,-116.214607,43.61871
726,-113.792793,42.535744
727,-116.563454,43.540718
728,-116.780464,47.677685
729,-112.033958,43.49165
730,-116.119331,47.538258
733,-112.445526,42.871304
734,-116.553459,48.276577
735,-114.460876,42.562965
738,-90.424294,40.017548
739,-89.983994,38.52005
740,-88.844269,42.263912
741,-88.920067,37.996716
744,-90.035118,40.558098
745,-88.158653,38.090881
747,-89.131691,38.528519
749,-88.243385,40.116421
752,-88.964523,40.153648
753,-88.954803,39.840313
754,NULL,NULL
756,-89.479546,41.838921
757,NULL,NULL
759,-89.953156,38.811436
760,-88.543388,39.120041
761,-88.438103,37.813656
765,-89.621231,42.296684
766,-88.540611,37.73838
767,-90.229012,39.733936
769,-88.081726,41.525032
770,-89.924835,41.245594
771,-89.090836,41.34111
772,-87.681686,38.729214
773,-89.364822,40.148376
774,-89.654259,39.175323
775,-90.671799,40.459206
776,-90.647362,40.911427
777,-88.421181,41.357254
778,-87.761414,38.410881
780,-88.903122,38.317272
781,-88.08532,38.730881
782,-88.842583,41.345589
784,-87.696136,39.611145
785,-88.095322,40.460312
786,-89.640656,40.567539
787,-88.629784,40.880867
788,-87.739197,39.005322
789,-89.093994,42.27113
792,-88.79007,39.406429
793,-89.69622,41.788643
794,-88.83535,41.120869
795,-89.294533,39.548935
796,-87.73642,40.776146
797,-88.923363,37.898594
801,-85.68026,40.10532
803,-86.487213,38.86116
806,-87.307793,38.774216
807,-86.937508,39.026989
808,-86.52639,39.165325
809,-85.171638,40.738659
810,-87.125015,39.523651
811,-87.064201,41.610596
812,-87.398071,39.656982
813,-85.488312,41.157269
814,-85.141075,39.641159
815,-86.874451,40.041153
816,-84.929131,40.830601
817,-85.841927,40.276981
818,-86.510834,40.27948
819,-86.054985,39.480606
820,-85.834442,41.582272
821,-86.864731,39.644489
822,-85.769424,39.785042
823,-85.483582,39.337273
824,-85.369972,40.451157
825,-85.497475,40.883102
826,-86.931114,38.391441
827,-85.737183,38.277573
828,-85.264977,41.441441
830,-86.87529,40.416702
831,NULL,NULL
832,-86.469162,40.048374
833,-87.16584,39.034767
834,-86.356667,40.754482
835,-85.379951,38.735893
836,-85.659142,40.558372
836,-85.754974,39.591713
837,-86.428329,39.427822
838,-86.895027,41.707539
839,-86.764732,40.745319
841,-85.38636,40.193375
843,-85.824127,38.285625
844,-86.008598,40.045589
845,-86.068886,40.753651
846,-86.309731,41.343655
847,-84.977745,40.43449
848,-87.56752,38.355324
849,-87.150856,40.936703
850,-84.890244,39.828938
851,-86.215836,41.064766
852,-85.446365,39.609211
853,-85.890251,38.959221
854,-85.776924,39.521439
855,-86.762512,39.286709
856,-87.405853,39.095318
857,-86.0411,40.282261
858,-87.061142,41.473095
859,-87.528633,38.677269
860,-85.820541,40.797821
861,-85.85305,41.238098
862,-87.172791,38.659218
863,-84.981354,40.171989
864,-93.620003,42.034721
865,-95.013878,41.403599
866,-93.880234,42.059704
867,-94.867279,42.065601
869,-92.873817,40.729057
870,-92.672409,43.06636
871,-95.551544,42.749641
872,-90.188736,41.844475
873,-95.860832,41.261944
874,-94.361351,41.058601
875,-90.664566,42.500557
877,-91.965828,41.007221
878,-94.168015,42.497467
879,-91.314537,40.629765
880,-91.530167,41.661125
881,-91.3964,40.404472
882,-96.165581,42.794155
883,-93.201035,43.153576
884,-91.548775,40.971695
885,-91.043205,41.424473
887,-93.05735,41.70332
888,-91.911964,42.678497
889,-92.649353,41.291672
890,-92.408302,41.016029
892,-95.376152,40.766739
893,-96.400307,42.499992
894,-95.144318,43.145077
895,-92.01857,42.164646
896,-91.691643,41.301407
897,-93.815918,42.469433
898,-97.213905,38.917221
899,-97.038376,37.061974
900,-95.121635,39.563053
901,-96.976707,37.686684
902,-98.106155,39.45612
904,-95.457207,37.679214
905,-97.124741,39.376942
906,-94.844124,37.169228
907,-97.662544,39.570835
908,-96.491951,38.661121
909,-100.017082,37.752796
910,-96.862251,37.817242
911,-94.708298,37.839764
913,-100.872658,37.971691
914,-101.710167,39.350834
915,-98.764809,38.364456
916,-99.326775,38.879177
917,-95.535812,39.852501
918,-95.708313,37.224236
919,-95.399979,37.92448
920,-96.831398,39.028606
921,-94.627464,39.114056
922,-99.098717,38.180569
923,-94.922462,39.311111
924,-100.920998,37.043083
925,-98.201729,38.345013
926,-97.664207,38.370842
928,-97.345039,38.046677
929,-99.89151,39.833893
930,-94.704964,37.410885
931,-98.737595,37.643906
932,-98.85981,38.89529
933,-97.611427,38.840282
934,-97.371712,37.265301
935,-96.99559,37.239746
936,-82.637939,38.478413
937,-86.480804,36.968521
938,-84.096878,36.948696
939,-84.772171,37.645634
940,-85.864944,37.703064
941,-84.873283,38.200905
943,-85.911926,36.995884
944,-83.321846,36.843147
945,-87.590019,37.836155
946,-87.488625,36.865601
947,-87.498886,37.328098
948,-88.636719,36.741726
949,-83.744362,38.641186
950,-83.714287,36.607258
951,-88.314758,36.610332
953,-84.294655,37.747856
954,-84.604111,37.092022
955,-84.179649,37.990082
956,-91.872353,32.756245
957,-91.14032,30.458282
958,-89.848686,30.791021
961,-91.501495,29.796038
962,-90.461197,30.504358
963,-90.719536,29.59577
965,-92.657089,30.222429
966,-92.019836,30.224089
968,-93.286835,32.615429
969,-91.206772,29.699375
970,-91.818726,30.003536
971,-92.081512,30.533529
972,-92.637924,32.523205
973,-89.781181,30.275194
975,-90.822876,29.795763
976,-69.779488,44.310623
977,-70.453384,43.492584
978,-69.966995,43.914017
979,-70.214775,44.100353
981,-70.255325,43.661472
983,-69.631714,44.55201
985,-76.078827,38.563175
986,-78.76252,39.652863
988,-76.076332,38.774281
989,-77.410538,39.414268
991,-75.599365,38.360672
992,-72.226738,42.595932
993,-71.285606,41.944546
995,-71.018379,42.083435
998,-71.682907,42.416763
999,-71.167656,42.24361
1000,-71.155045,41.701492
1001,-71.802299,42.583424
1002,-71.416153,42.279285
1003,-71.998131,42.575089
1004,-72.599411,42.587914
1005,-71.077278,42.776203
1006,-71.432838,42.485096
1007,-71.135056,42.6987
1007,-71.163116,42.707035
1008,-70.949493,42.466763
1012,-71.516304,42.139858
1013,-70.934212,41.636215
1014,-72.641205,42.325089
1016,-73.245384,42.450085
1017,-71.089767,41.900101
1018,-71.072342,42.503941
1019,-72.749535,42.125095
1020,-71.152275,42.479259
1021,-84.037163,41.897545
1022,-84.753029,42.243099
1023,-83.432755,45.06168
1024,-83.000778,43.80196
1025,-86.484169,42.098053
1026,-85.483658,43.698078
1027,-85.401161,44.251953
1028,-84.47448,45.646957
1029,-85.000519,41.940327
1030,-86.10862,41.984211
1031,-87.064583,45.745247
1032,-86.228386,43.063072
1033,-85.2528,43.177532
1034,-84.630508,41.920048
1035,-88.56942,47.121132
1036,-85.071114,42.987255
1037,-88.065956,45.820232
1038,-90.171005,46.45467
1039,-84.555534,42.732533
1040,-86.452583,43.955284
1041,-86.324257,44.24445
1042,-87.395599,46.547585
1043,-84.963318,42.272266
1044,-87.614273,45.107761
1044,-87.630661,45.099983
1045,-84.247215,43.615585
1046,NULL,NULL
1047,-84.767517,43.597809
1048,-86.254173,41.829769
1049,-84.176636,42.997807
1050,-84.95533,45.373344
1051,-82.424911,42.970863
1052,-83.144646,42.489483
1053,-83.950813,43.419468
1054,-84.345322,46.4953
1055,-86.273636,42.403088
1056,-85.419151,41.799217
1057,-85.632492,41.943935
1058,-83.612991,42.24115
1059,-93.368652,43.6478
1060,-92.97464,43.66663
1061,-94.880272,47.47361
1062,-94.200829,46.358055
1063,-96.60939,47.774563
1064,-94.461082,43.652176
1065,-93.268829,44.294964
1066,-96.077789,46.28352
1067,-92.937691,47.427155
1068,-93.404068,48.602314
1070,-95.791191,44.448421
1072,-94.459305,44.314438
1073,-93.225929,44.08556
1074,-92.536957,44.566071
1075,-94.163239,45.557945
1076,-92.808846,45.056004
1078,-95.043335,45.121944
1080,-95.594147,43.621098
1081,-90.440651,31.57906
1082,-90.57093,34.200108
1083,-90.724823,33.744003
1084,-88.427261,33.495674
1085,-88.52227,34.934258
1086,-91.037704,33.399662
1087,-89.808426,33.769005
1088,-89.290344,31.32712
1089,-89.130608,31.694052
1090,-88.703651,32.364311
1091,-89.519249,34.366497
1092,-88.556129,30.365753
1093,-88.81839,33.450401
1094,-88.703384,34.257607
1095,-90.877884,32.352646
1099,-92.743248,38.973637
1101,-93.07354,39.784466
1102,-89.51815,37.305885
1103,-93.495773,39.358356
1104,-94.310219,37.176449
1105,-93.552437,39.795296
1106,-93.778275,38.368633
1107,-92.334076,38.951706
1108,-89.95787,36.795887
1112,-90.518181,37.854218
1113,-91.94796,38.846706
1115,-91.358482,39.708378
1116,-94.415504,39.091118
1118,-92.173515,38.576702
1119,-90.055649,36.236176
1120,-92.583252,40.194756
1123,-92.663788,37.680595
1125,-92.472687,39.742256
1126,-93.196869,39.123077
1127,-94.872475,40.346104
1128,-92.438232,39.418369
1130,-93.927704,36.928951
1131,-94.367996,36.868958
1132,-94.354668,37.839207
1134,-90.392891,36.757
1135,-93.976891,39.278622
1136,-91.77153,37.948544
1139,-93.228264,38.70446
1140,-89.58786,36.87672
1141,-93.616608,40.078903
1142,-93.736053,38.762791
1143,-92.200722,37.828651
1144,-91.852371,36.728115
1145,-111.047218,45.67778
1146,-112.534782,46.003822
1147,-114.154816,46.247143
1148,-109.684082,48.549999
1149,-112.027031,46.595806
1150,-114.316109,48.197781
1151,-105.840553,46.408337
1152,-102.870201,42.093025
1153,-96.746696,40.265926
1154,-97.35939,41.430298
1155,-95.601929,40.060837
1156,-96.498146,41.433392
1157,-98.34201,40.926395
1158,-98.389877,40.586258
1159,NULL,NULL
1160,-99.08168,40.699329
1161,-100.624878,40.196671
1162,-95.85936,40.676575
1163,-97.413757,42.032722
1164,-100.760147,41.140274
1165,-97.592087,40.867393
1166,-119.767395,39.163799
1167,-115.763123,40.832424
1168,-114.888626,39.24744
1169,-81.783165,32.448788
1171,-115.139824,36.169941
1173,-72.346756,43.37674
1174,-70.873672,43.197861
1175,-71.470352,43.527855
1176,-71.454788,42.99564
1178,-71.467567,42.765366
1179,-70.76255,43.071758
1180,NULL,NULL
1181,-75.23407,39.427338
1182,-75.024635,39.926811
1186,NULL,NULL
1188,-74.752663,41.058155
1190,-75.46714,39.571777
1191,-74.197945,39.953735
1192,-74.742935,40.217052
1195,-74.886986,40.02795
1196,NULL,NULL
1197,-75.152679,39.838169
1198,-105.960266,32.899532
1199,-104.403297,32.842335
1200,-104.228836,32.420673
1201,-103.205231,34.4048
1202,-108.218689,36.728058
1203,-108.742577,35.528076
1205,-103.13604,32.70261
1206,-106.763657,32.319939
1207,-105.222794,35.594215
1208,-106.303116,35.880035
1209,-103.348557,32.944008
1210,-103.334396,34.186192
1212,-104.523026,33.394264
1213,-108.280319,32.770073
1216,-74.190353,42.937744
1218,-76.566055,42.931736
1219,-78.187515,42.998116
1222,-73.864578,42.217308
1223,-77.054688,42.142853
1224,-76.180489,42.601181
1225,-79.333931,42.4795
1227,-76.985558,42.867985
1228,-73.644005,43.309517
1230,-74.343742,43.052853
1231,-74.985992,43.025627
1233,-77.661102,42.327847
1235,-73.790955,42.252865
1236,-76.501884,42.443962
1238,-79.235329,42.097
1239,-73.99736,41.927036
1240,-74.859596,43.043404
1241,-78.690308,43.170612
1244,-74.294899,44.84866
1246,-78.386971,43.220058
1247,-74.422928,41.445927
1251,-74.005936,40.712784
1255,-79.037743,43.096214
1256,-78.864204,43.03867
1257,-75.523514,42.531185
1258,-73.972916,41.096485
1259,-75.486336,44.694229
1261,-78.429924,42.083637
1262,-75.651299,43.092571
1264,-76.510498,43.455349
1266,-73.452919,44.69949
1268,-74.692665,41.375095
1269,-73.920975,41.700371
1270,-75.455734,43.212849
1271,-78.715034,42.157841
1272,-74.131264,44.329498
1273,-73.784561,43.08313
1274,NULL,NULL
1276,-73.69178,42.728413
1277,-77.948059,42.122013
1280,-79.813644,35.707912
1282,-80.579514,35.408752
1284,-78.608902,35.306274
1286,-78.898621,35.994034
1287,-76.251045,36.294601
1289,-81.187302,35.262085
1290,-77.992767,35.384884
1291,-77.366356,35.612663
1292,-81.344452,35.734455
1293,-77.430237,34.754051
1295,-77.581642,35.262661
1296,-81.538986,35.914021
1297,-80.25338,35.824024
1298,-79.008636,34.618221
1299,-80.549507,34.985428
1300,-77.044113,35.108494
1301,-81.221474,35.669857
1303,-79.664474,36.354858
1304,-77.654144,36.46154
1305,-79.773949,34.939323
1306,-77.790535,35.93821
1307,-80.474228,35.670971
1308,-79.180298,35.479874
1309,-80.887299,35.782639
1311,-77.535805,35.896824
1313,-81.32222,35.339718
1313,-82.238441,35.208168
1315,-80.244217,36.099857
1316,-98.86512,48.112778
1317,-102.789627,46.879173
1318,-98.708435,46.910545
1319,-101.29229,48.232967
1320,-98.003159,46.923313
1321,-96.605904,46.265236
1322,-103.617981,48.146969
1323,-81.105934,40.915337
1324,-82.318222,40.868668
1325,-80.78981,41.865051
1326,-82.101257,39.329239
1327,-83.759651,40.361164
1328,-82.841576,41.273663
1329,-83.651321,41.374775
1330,-84.552444,41.474773
1331,-82.975464,40.808392
1332,-81.588455,40.031185
1333,-84.570236,40.548935
1335,-82.982399,39.333118
1336,-82.946014,39.600616
1338,-81.859581,40.272015
1340,-83.06797,40.298672
1341,-84.341621,40.843384
1342,-80.577293,40.618675
1345,-83.649933,41.04422
1346,-83.41687,41.156998
1347,-83.121864,41.35033
1348,-82.789902,40.733665
1349,-82.20237,38.809803
